latitude,longitude,year,NO2
55.951564741538924,-3.109250280674327,2012,24
55.9544710182462,-3.1167647110523173,2012,25
55.95263573525045,-3.114037360830079,2012,33
55.9573888815999,-3.1239442573793164,2012,37
55.95800994646549,-3.1228410539927856,2012,37
55.9634166618028,-3.194765137025034,2012,37
55.958017086093626,-3.1891208168613785,2012,34
55.958073490638235,-3.209176341345543,2012,32
55.95678130676961,-3.198885240861266,2012,31
55.95215238792723,-3.204555581326809,2012,47
55.953462351582516,-3.1983021732431376,2012,56
55.951930591015426,-3.206102136570005,2012,43
55.95234900634249,-3.2110798185440013,2012,32
55.952872365849096,-3.210855932292894,2012,31
55.95618053151315,-3.2061222017419118,2012,23
55.96409042464382,-3.2021710723507115,2012,32
55.96119792920961,-3.1807124609488575,2012,36
55.96128392053452,-3.1811155470805974,2012,37
55.95128053498297,-3.2018220345658177,2012,45
55.952035416094795,-3.196272236255727,2012,38
55.95504819013683,-3.196925737878883,2012,49
55.953199160015956,-3.208688038532137,2012,38
55.95653074995329,-3.1895076898131443,2012,41
55.937953175212456,-3.182518516024786,2012,40
55.94853525163335,-3.188413775638937,2012,40
55.94871333550689,-3.1876505828637223,2012,40
55.949005123973265,-3.1844087491342634,2012,33
55.94899203410808,-3.185769507766692,2012,43
55.94398167637237,-3.20668760864558,2012,39
55.942812802017535,-3.211342514652028,2012,32
55.94356976645382,-3.207459357367428,2012,37
55.9475666465136,-3.1956540271747786,2012,35
55.947284139492204,-3.196061656038286,2012,43
55.94755551509842,-3.1949491095796176,2012,39
55.94761588131861,-3.196135937239908,2012,30
55.94319149440251,-3.2038770695488616,2012,33
55.94090331521839,-3.1812795724283305,2012,39
55.940596439015344,-3.1823589202299423,2012,34
55.94074331205296,-3.1810985887821457,2012,35
55.94179110684446,-3.200055093851808,2012,29
55.921825694430446,-3.200014042386241,2012,18
55.92762069857309,-3.2092679260743235,2012,26
55.9462733386331,-3.2157899778277557,2012,46
55.944090066577154,-3.1834741225191774,2012,41
55.94537297972025,-3.1846180968369806,2012,50
55.94483302796424,-3.183768989746526,2012,42
55.95033255843192,-3.1874599504787455,2012,52
55.940372782421825,-3.1803828672270282,2012,42
55.93963864149739,-3.1801043780765776,2012,44
55.9464766594446,-3.214307173262833,2012,48
55.947022854566576,-3.215413146879358,2012,40
55.94656445529693,-3.198921743563431,2012, 
55.94636724512016,-3.1997963401657112,2012,61
55.946540724035934,-3.199513478025836,2012, 
55.946444874464135,-3.1992062746784815,2012,60
55.942518771065494,-3.2950073800025534,2012,31
55.9408627702649,-3.3113949319333367,2012,36
55.93885163916879,-3.3938896516615604,2012,47
55.939135882822654,-3.3997275230561055,2012,40
55.93912319165024,-3.399262773561197,2012,48
55.95639645243059,-3.243159693463708,2012,35
55.95756293026847,-3.249539942323063,2012,30
55.9610833153534,-3.258559836839285,2012,28
55.95793423365055,-3.2510255143416518,2012,26
55.95691872404641,-3.2483819733927652,2012,28
55.957111473423076,-3.2488686924452743,2012,32
55.94545776948408,-3.28119071278528,2012,21
55.9604092250235,-3.305216038119213,2012,16
55.957159794276066,-3.248533888754094,2012,40
55.96025413925549,-3.3020391450434805,2012,25
55.96077835462779,-3.3034503818882093,2012,26
55.960702259791425,-3.3038482919330217,2012,50
55.96078310147833,-3.3038510106046775,2012,30
55.94563056512371,-3.2343441330101306,2012,38
55.94263510039978,-3.280441039698029,2012,38
55.94258652811584,-3.2799270783682295,2012,44
55.94254094884662,-3.2808542230596407,2012,52
55.943257142989786,-3.288002977895352,2012,32
55.96133643847679,-3.305904032057989,2012,32
55.93731023563091,-3.2262190899188234,2012,48
55.938195730394824,-3.2248222473470882,2012,36
55.9375123154783,-3.2257772240678877,2012,51
55.937524068086134,-3.226401945717814,2012,32
55.92113317935789,-3.296694402850868,2012,32
55.93844979143246,-3.2299852836682117,2012,39
55.93068260151457,-3.254404696388421,2012,33
55.93922020678451,-3.2266156503516856,2012,49
55.93170124901514,-3.2505480033603398,2012,42
55.939239287773816,-3.2265041856783254,2012,43
55.93900235149832,-3.2241272767167475,2012,38
55.902141358796605,-3.288623083371963,2012,24
55.94386864694593,-3.2317262156794304,2012,41
55.933754175822415,-3.2340944462711834,2012,46
55.93347844045464,-3.2347099646228283,2012,43
55.931292402101924,-3.237649634464445,2012,31
